TRAINING_STARTED 2025-08-14 13:57:00
STEP 1901 EPOCH 3.25
STEP 1902 EPOCH 3.25
STEP 1903 EPOCH 3.25
STEP 1904 EPOCH 3.25
STEP 1905 EPOCH 3.26
STEP 1906 EPOCH 3.26
STEP 1907 EPOCH 3.26
STEP 1908 EPOCH 3.26
STEP 1909 EPOCH 3.26
STEP 1910 EPOCH 3.26
LOG loss=0.3088, grad_norm=87.67687225341797, learning_rate=6.13960113960114e-06, epoch=3.264957264957265
STEP 1911 EPOCH 3.27
STEP 1912 EPOCH 3.27
STEP 1913 EPOCH 3.27
STEP 1914 EPOCH 3.27
STEP 1915 EPOCH 3.27
STEP 1916 EPOCH 3.28
STEP 1917 EPOCH 3.28
STEP 1918 EPOCH 3.28
STEP 1919 EPOCH 3.28
STEP 1920 EPOCH 3.28
LOG loss=0.1997, grad_norm=18.84493637084961, learning_rate=5.997150997150997e-06, epoch=3.282051282051282
STEP 1921 EPOCH 3.28
STEP 1922 EPOCH 3.29
STEP 1923 EPOCH 3.29
STEP 1924 EPOCH 3.29
STEP 1925 EPOCH 3.29
STEP 1926 EPOCH 3.29
STEP 1927 EPOCH 3.29
STEP 1928 EPOCH 3.30
STEP 1929 EPOCH 3.30
STEP 1930 EPOCH 3.30
LOG loss=0.1838, grad_norm=0.015870779752731323, learning_rate=5.8547008547008545e-06, epoch=3.299145299145299
STEP 1931 EPOCH 3.30
STEP 1932 EPOCH 3.30
STEP 1933 EPOCH 3.30
STEP 1934 EPOCH 3.31
STEP 1935 EPOCH 3.31
STEP 1936 EPOCH 3.31
STEP 1937 EPOCH 3.31
STEP 1938 EPOCH 3.31
STEP 1939 EPOCH 3.31
STEP 1940 EPOCH 3.32
LOG loss=0.3871, grad_norm=125.67840576171875, learning_rate=5.712250712250712e-06, epoch=3.316239316239316
STEP 1941 EPOCH 3.32
STEP 1942 EPOCH 3.32
STEP 1943 EPOCH 3.32
STEP 1944 EPOCH 3.32
STEP 1945 EPOCH 3.32
STEP 1946 EPOCH 3.33
STEP 1947 EPOCH 3.33
STEP 1948 EPOCH 3.33
STEP 1949 EPOCH 3.33
STEP 1950 EPOCH 3.33
LOG loss=0.1921, grad_norm=1.6555784940719604, learning_rate=5.56980056980057e-06, epoch=3.3333333333333335
STEP 1951 EPOCH 3.34
STEP 1952 EPOCH 3.34
STEP 1953 EPOCH 3.34
STEP 1954 EPOCH 3.34
STEP 1955 EPOCH 3.34
STEP 1956 EPOCH 3.34
STEP 1957 EPOCH 3.35
STEP 1958 EPOCH 3.35
STEP 1959 EPOCH 3.35
STEP 1960 EPOCH 3.35
LOG loss=0.3925, grad_norm=19.787986755371094, learning_rate=5.4273504273504275e-06, epoch=3.3504273504273505
STEP 1961 EPOCH 3.35
STEP 1962 EPOCH 3.35
STEP 1963 EPOCH 3.36
STEP 1964 EPOCH 3.36
STEP 1965 EPOCH 3.36
STEP 1966 EPOCH 3.36
STEP 1967 EPOCH 3.36
STEP 1968 EPOCH 3.36
STEP 1969 EPOCH 3.37
STEP 1970 EPOCH 3.37
LOG loss=0.4153, grad_norm=18.528940200805664, learning_rate=5.284900284900286e-06, epoch=3.3675213675213675
STEP 1971 EPOCH 3.37
STEP 1972 EPOCH 3.37
STEP 1973 EPOCH 3.37
STEP 1974 EPOCH 3.37
STEP 1975 EPOCH 3.38
STEP 1976 EPOCH 3.38
STEP 1977 EPOCH 3.38
STEP 1978 EPOCH 3.38
STEP 1979 EPOCH 3.38
STEP 1980 EPOCH 3.38
LOG loss=0.3656, grad_norm=83.57743072509766, learning_rate=5.142450142450142e-06, epoch=3.3846153846153846
STEP 1981 EPOCH 3.39
STEP 1982 EPOCH 3.39
STEP 1983 EPOCH 3.39
STEP 1984 EPOCH 3.39
STEP 1985 EPOCH 3.39
STEP 1986 EPOCH 3.39
STEP 1987 EPOCH 3.40
STEP 1988 EPOCH 3.40
STEP 1989 EPOCH 3.40
STEP 1990 EPOCH 3.40
LOG loss=0.6553, grad_norm=43.66221618652344, learning_rate=4.9999999999999996e-06, epoch=3.4017094017094016
STEP 1991 EPOCH 3.40
STEP 1992 EPOCH 3.41
STEP 1993 EPOCH 3.41
STEP 1994 EPOCH 3.41
STEP 1995 EPOCH 3.41
STEP 1996 EPOCH 3.41
STEP 1997 EPOCH 3.41
STEP 1998 EPOCH 3.42
STEP 1999 EPOCH 3.42
STEP 2000 EPOCH 3.42
LOG loss=0.2218, grad_norm=73.09194946289062, learning_rate=4.857549857549858e-06, epoch=3.4188034188034186
STEP 2001 EPOCH 3.42
STEP 2002 EPOCH 3.42
STEP 2003 EPOCH 3.42
STEP 2004 EPOCH 3.43
STEP 2005 EPOCH 3.43
STEP 2006 EPOCH 3.43
STEP 2007 EPOCH 3.43
STEP 2008 EPOCH 3.43
STEP 2009 EPOCH 3.43
STEP 2010 EPOCH 3.44
LOG loss=0.5713, grad_norm=136.32763671875, learning_rate=4.715099715099715e-06, epoch=3.435897435897436
STEP 2011 EPOCH 3.44
STEP 2012 EPOCH 3.44
STEP 2013 EPOCH 3.44
STEP 2014 EPOCH 3.44
STEP 2015 EPOCH 3.44
STEP 2016 EPOCH 3.45
STEP 2017 EPOCH 3.45
STEP 2018 EPOCH 3.45
STEP 2019 EPOCH 3.45
STEP 2020 EPOCH 3.45
LOG loss=0.5905, grad_norm=40.003173828125, learning_rate=4.5726495726495725e-06, epoch=3.452991452991453
STEP 2021 EPOCH 3.45
STEP 2022 EPOCH 3.46
STEP 2023 EPOCH 3.46
STEP 2024 EPOCH 3.46
STEP 2025 EPOCH 3.46
STEP 2026 EPOCH 3.46
STEP 2027 EPOCH 3.46
STEP 2028 EPOCH 3.47
STEP 2029 EPOCH 3.47
STEP 2030 EPOCH 3.47
LOG loss=0.3664, grad_norm=59.95263671875, learning_rate=4.430199430199431e-06, epoch=3.47008547008547
STEP 2031 EPOCH 3.47
STEP 2032 EPOCH 3.47
STEP 2033 EPOCH 3.48
STEP 2034 EPOCH 3.48
STEP 2035 EPOCH 3.48
STEP 2036 EPOCH 3.48
STEP 2037 EPOCH 3.48
STEP 2038 EPOCH 3.48
STEP 2039 EPOCH 3.49
STEP 2040 EPOCH 3.49
LOG loss=0.3025, grad_norm=17.222888946533203, learning_rate=4.287749287749288e-06, epoch=3.4871794871794872
STEP 2041 EPOCH 3.49
STEP 2042 EPOCH 3.49
STEP 2043 EPOCH 3.49
STEP 2044 EPOCH 3.49
STEP 2045 EPOCH 3.50
STEP 2046 EPOCH 3.50
STEP 2047 EPOCH 3.50
STEP 2048 EPOCH 3.50
STEP 2049 EPOCH 3.50
STEP 2050 EPOCH 3.50
LOG loss=0.3353, grad_norm=22.68895721435547, learning_rate=4.1452991452991455e-06, epoch=3.5042735042735043
STEP 2051 EPOCH 3.51
STEP 2052 EPOCH 3.51
STEP 2053 EPOCH 3.51
STEP 2054 EPOCH 3.51
STEP 2055 EPOCH 3.51
STEP 2056 EPOCH 3.51
STEP 2057 EPOCH 3.52
STEP 2058 EPOCH 3.52
STEP 2059 EPOCH 3.52
STEP 2060 EPOCH 3.52
LOG loss=0.3149, grad_norm=73.82483673095703, learning_rate=4.002849002849003e-06, epoch=3.5213675213675213
STEP 2061 EPOCH 3.52
STEP 2062 EPOCH 3.52
STEP 2063 EPOCH 3.53
STEP 2064 EPOCH 3.53
STEP 2065 EPOCH 3.53
STEP 2066 EPOCH 3.53
STEP 2067 EPOCH 3.53
STEP 2068 EPOCH 3.54
STEP 2069 EPOCH 3.54
STEP 2070 EPOCH 3.54
LOG loss=0.2961, grad_norm=1.8768179416656494, learning_rate=3.86039886039886e-06, epoch=3.5384615384615383
STEP 2071 EPOCH 3.54
STEP 2072 EPOCH 3.54
STEP 2073 EPOCH 3.54
STEP 2074 EPOCH 3.55
STEP 2075 EPOCH 3.55
STEP 2076 EPOCH 3.55
STEP 2077 EPOCH 3.55
STEP 2078 EPOCH 3.55
STEP 2079 EPOCH 3.55
STEP 2080 EPOCH 3.56
LOG loss=0.1098, grad_norm=0.05518782138824463, learning_rate=3.717948717948718e-06, epoch=3.5555555555555554
STEP 2081 EPOCH 3.56
STEP 2082 EPOCH 3.56
STEP 2083 EPOCH 3.56
STEP 2084 EPOCH 3.56
STEP 2085 EPOCH 3.56
STEP 2086 EPOCH 3.57
STEP 2087 EPOCH 3.57
STEP 2088 EPOCH 3.57
STEP 2089 EPOCH 3.57
STEP 2090 EPOCH 3.57
LOG loss=0.1206, grad_norm=14.453676223754883, learning_rate=3.5754985754985754e-06, epoch=3.5726495726495724
STEP 2091 EPOCH 3.57
STEP 2092 EPOCH 3.58
STEP 2093 EPOCH 3.58
STEP 2094 EPOCH 3.58
STEP 2095 EPOCH 3.58
STEP 2096 EPOCH 3.58
STEP 2097 EPOCH 3.58
STEP 2098 EPOCH 3.59
STEP 2099 EPOCH 3.59
STEP 2100 EPOCH 3.59
LOG loss=0.209, grad_norm=0.04437608644366264, learning_rate=3.433048433048433e-06, epoch=3.58974358974359
STEP 2101 EPOCH 3.59
STEP 2102 EPOCH 3.59
STEP 2103 EPOCH 3.59
STEP 2104 EPOCH 3.60
STEP 2105 EPOCH 3.60
STEP 2106 EPOCH 3.60
STEP 2107 EPOCH 3.60
STEP 2108 EPOCH 3.60
STEP 2109 EPOCH 3.61
STEP 2110 EPOCH 3.61
LOG loss=0.2767, grad_norm=184.007080078125, learning_rate=3.290598290598291e-06, epoch=3.606837606837607
STEP 2111 EPOCH 3.61
STEP 2112 EPOCH 3.61
STEP 2113 EPOCH 3.61
STEP 2114 EPOCH 3.61
STEP 2115 EPOCH 3.62
STEP 2116 EPOCH 3.62
STEP 2117 EPOCH 3.62
STEP 2118 EPOCH 3.62
STEP 2119 EPOCH 3.62
STEP 2120 EPOCH 3.62
LOG loss=0.1933, grad_norm=12.7661714553833, learning_rate=3.148148148148148e-06, epoch=3.623931623931624
STEP 2121 EPOCH 3.63
STEP 2122 EPOCH 3.63
STEP 2123 EPOCH 3.63
STEP 2124 EPOCH 3.63
STEP 2125 EPOCH 3.63
STEP 2126 EPOCH 3.63
STEP 2127 EPOCH 3.64
STEP 2128 EPOCH 3.64
STEP 2129 EPOCH 3.64
STEP 2130 EPOCH 3.64
LOG loss=0.244, grad_norm=9.188700675964355, learning_rate=3.0056980056980057e-06, epoch=3.641025641025641
STEP 2131 EPOCH 3.64
STEP 2132 EPOCH 3.64
STEP 2133 EPOCH 3.65
STEP 2134 EPOCH 3.65
STEP 2135 EPOCH 3.65
STEP 2136 EPOCH 3.65
STEP 2137 EPOCH 3.65
STEP 2138 EPOCH 3.65
STEP 2139 EPOCH 3.66
STEP 2140 EPOCH 3.66
LOG loss=0.246, grad_norm=16.44583511352539, learning_rate=2.8632478632478635e-06, epoch=3.658119658119658
STEP 2141 EPOCH 3.66
STEP 2142 EPOCH 3.66
STEP 2143 EPOCH 3.66
STEP 2144 EPOCH 3.66
STEP 2145 EPOCH 3.67
STEP 2146 EPOCH 3.67
STEP 2147 EPOCH 3.67
STEP 2148 EPOCH 3.67
STEP 2149 EPOCH 3.67
STEP 2150 EPOCH 3.68
LOG loss=0.2133, grad_norm=29.69456672668457, learning_rate=2.720797720797721e-06, epoch=3.6752136752136755
STEP 2151 EPOCH 3.68
STEP 2152 EPOCH 3.68
STEP 2153 EPOCH 3.68
STEP 2154 EPOCH 3.68
STEP 2155 EPOCH 3.68
STEP 2156 EPOCH 3.69
STEP 2157 EPOCH 3.69
STEP 2158 EPOCH 3.69
STEP 2159 EPOCH 3.69
STEP 2160 EPOCH 3.69
LOG loss=0.1918, grad_norm=4.582422256469727, learning_rate=2.5783475783475782e-06, epoch=3.6923076923076925
STEP 2161 EPOCH 3.69
STEP 2162 EPOCH 3.70
STEP 2163 EPOCH 3.70
STEP 2164 EPOCH 3.70
STEP 2165 EPOCH 3.70
STEP 2166 EPOCH 3.70
STEP 2167 EPOCH 3.70
STEP 2168 EPOCH 3.71
STEP 2169 EPOCH 3.71
STEP 2170 EPOCH 3.71
LOG loss=0.3072, grad_norm=46.384639739990234, learning_rate=2.435897435897436e-06, epoch=3.7094017094017095
STEP 2171 EPOCH 3.71
STEP 2172 EPOCH 3.71
STEP 2173 EPOCH 3.71
STEP 2174 EPOCH 3.72
STEP 2175 EPOCH 3.72
STEP 2176 EPOCH 3.72
STEP 2177 EPOCH 3.72
STEP 2178 EPOCH 3.72
STEP 2179 EPOCH 3.72
STEP 2180 EPOCH 3.73
LOG loss=0.2521, grad_norm=9.312832832336426, learning_rate=2.2934472934472934e-06, epoch=3.7264957264957266
STEP 2181 EPOCH 3.73
STEP 2182 EPOCH 3.73
STEP 2183 EPOCH 3.73
STEP 2184 EPOCH 3.73
STEP 2185 EPOCH 3.74
STEP 2186 EPOCH 3.74
STEP 2187 EPOCH 3.74
STEP 2188 EPOCH 3.74
STEP 2189 EPOCH 3.74
STEP 2190 EPOCH 3.74
LOG loss=0.2091, grad_norm=0.05157168582081795, learning_rate=2.150997150997151e-06, epoch=3.7435897435897436
STEP 2191 EPOCH 3.75
STEP 2192 EPOCH 3.75
STEP 2193 EPOCH 3.75
STEP 2194 EPOCH 3.75
STEP 2195 EPOCH 3.75
STEP 2196 EPOCH 3.75
STEP 2197 EPOCH 3.76
STEP 2198 EPOCH 3.76
STEP 2199 EPOCH 3.76
STEP 2200 EPOCH 3.76
LOG loss=0.4021, grad_norm=41.828285217285156, learning_rate=2.0085470085470086e-06, epoch=3.7606837606837606
STEP 2201 EPOCH 3.76
STEP 2202 EPOCH 3.76
STEP 2203 EPOCH 3.77
STEP 2204 EPOCH 3.77
STEP 2205 EPOCH 3.77
STEP 2206 EPOCH 3.77
STEP 2207 EPOCH 3.77
STEP 2208 EPOCH 3.77
STEP 2209 EPOCH 3.78
STEP 2210 EPOCH 3.78
LOG loss=0.5157, grad_norm=44.93465805053711, learning_rate=1.8660968660968661e-06, epoch=3.7777777777777777
STEP 2211 EPOCH 3.78
STEP 2212 EPOCH 3.78
STEP 2213 EPOCH 3.78
STEP 2214 EPOCH 3.78
STEP 2215 EPOCH 3.79
STEP 2216 EPOCH 3.79
STEP 2217 EPOCH 3.79
STEP 2218 EPOCH 3.79
STEP 2219 EPOCH 3.79
STEP 2220 EPOCH 3.79
LOG loss=0.3167, grad_norm=1.4416604042053223, learning_rate=1.7236467236467237e-06, epoch=3.7948717948717947
STEP 2221 EPOCH 3.80
STEP 2222 EPOCH 3.80
STEP 2223 EPOCH 3.80
STEP 2224 EPOCH 3.80
STEP 2225 EPOCH 3.80
STEP 2226 EPOCH 3.81
STEP 2227 EPOCH 3.81
STEP 2228 EPOCH 3.81
STEP 2229 EPOCH 3.81
STEP 2230 EPOCH 3.81
LOG loss=0.3947, grad_norm=40.323753356933594, learning_rate=1.5811965811965813e-06, epoch=3.8119658119658117
STEP 2231 EPOCH 3.81
STEP 2232 EPOCH 3.82
STEP 2233 EPOCH 3.82
STEP 2234 EPOCH 3.82
STEP 2235 EPOCH 3.82
STEP 2236 EPOCH 3.82
STEP 2237 EPOCH 3.82
STEP 2238 EPOCH 3.83
STEP 2239 EPOCH 3.83
STEP 2240 EPOCH 3.83
LOG loss=0.5139, grad_norm=38.90805435180664, learning_rate=1.4387464387464389e-06, epoch=3.8290598290598292
STEP 2241 EPOCH 3.83
STEP 2242 EPOCH 3.83
STEP 2243 EPOCH 3.83
STEP 2244 EPOCH 3.84
STEP 2245 EPOCH 3.84
STEP 2246 EPOCH 3.84
STEP 2247 EPOCH 3.84
STEP 2248 EPOCH 3.84
STEP 2249 EPOCH 3.84
STEP 2250 EPOCH 3.85
LOG loss=0.3424, grad_norm=30.604318618774414, learning_rate=1.2962962962962962e-06, epoch=3.8461538461538463
STEP 2251 EPOCH 3.85
STEP 2252 EPOCH 3.85
STEP 2253 EPOCH 3.85
STEP 2254 EPOCH 3.85
STEP 2255 EPOCH 3.85
STEP 2256 EPOCH 3.86
STEP 2257 EPOCH 3.86
STEP 2258 EPOCH 3.86
STEP 2259 EPOCH 3.86
STEP 2260 EPOCH 3.86
LOG loss=0.3292, grad_norm=24.882617950439453, learning_rate=1.153846153846154e-06, epoch=3.8632478632478633
STEP 2261 EPOCH 3.86
STEP 2262 EPOCH 3.87
STEP 2263 EPOCH 3.87
STEP 2264 EPOCH 3.87
STEP 2265 EPOCH 3.87
STEP 2266 EPOCH 3.87
STEP 2267 EPOCH 3.88
STEP 2268 EPOCH 3.88
STEP 2269 EPOCH 3.88
STEP 2270 EPOCH 3.88
LOG loss=0.3683, grad_norm=70.61404418945312, learning_rate=1.0113960113960114e-06, epoch=3.8803418803418803
STEP 2271 EPOCH 3.88
STEP 2272 EPOCH 3.88
STEP 2273 EPOCH 3.89
STEP 2274 EPOCH 3.89
STEP 2275 EPOCH 3.89
STEP 2276 EPOCH 3.89
STEP 2277 EPOCH 3.89
STEP 2278 EPOCH 3.89
STEP 2279 EPOCH 3.90
STEP 2280 EPOCH 3.90
LOG loss=0.2266, grad_norm=85.21690368652344, learning_rate=8.68945868945869e-07, epoch=3.8974358974358974
STEP 2281 EPOCH 3.90
STEP 2282 EPOCH 3.90
STEP 2283 EPOCH 3.90
STEP 2284 EPOCH 3.90
STEP 2285 EPOCH 3.91
STEP 2286 EPOCH 3.91
STEP 2287 EPOCH 3.91
STEP 2288 EPOCH 3.91
STEP 2289 EPOCH 3.91
STEP 2290 EPOCH 3.91
LOG loss=0.1238, grad_norm=14.023776054382324, learning_rate=7.264957264957265e-07, epoch=3.9145299145299144
STEP 2291 EPOCH 3.92
STEP 2292 EPOCH 3.92
STEP 2293 EPOCH 3.92
STEP 2294 EPOCH 3.92
STEP 2295 EPOCH 3.92
STEP 2296 EPOCH 3.92
STEP 2297 EPOCH 3.93
STEP 2298 EPOCH 3.93
STEP 2299 EPOCH 3.93
STEP 2300 EPOCH 3.93
LOG loss=0.4019, grad_norm=28.83193588256836, learning_rate=5.84045584045584e-07, epoch=3.931623931623932
STEP 2301 EPOCH 3.93
STEP 2302 EPOCH 3.94
STEP 2303 EPOCH 3.94
STEP 2304 EPOCH 3.94
STEP 2305 EPOCH 3.94
STEP 2306 EPOCH 3.94
STEP 2307 EPOCH 3.94
STEP 2308 EPOCH 3.95
STEP 2309 EPOCH 3.95
STEP 2310 EPOCH 3.95
LOG loss=0.3092, grad_norm=7.098494529724121, learning_rate=4.415954415954416e-07, epoch=3.948717948717949
STEP 2311 EPOCH 3.95
STEP 2312 EPOCH 3.95
STEP 2313 EPOCH 3.95
STEP 2314 EPOCH 3.96
STEP 2315 EPOCH 3.96
STEP 2316 EPOCH 3.96
STEP 2317 EPOCH 3.96
STEP 2318 EPOCH 3.96
STEP 2319 EPOCH 3.96
STEP 2320 EPOCH 3.97
LOG loss=0.2028, grad_norm=31.014326095581055, learning_rate=2.9914529914529915e-07, epoch=3.965811965811966
STEP 2321 EPOCH 3.97
STEP 2322 EPOCH 3.97
STEP 2323 EPOCH 3.97
STEP 2324 EPOCH 3.97
STEP 2325 EPOCH 3.97
STEP 2326 EPOCH 3.98
STEP 2327 EPOCH 3.98
STEP 2328 EPOCH 3.98
STEP 2329 EPOCH 3.98
STEP 2330 EPOCH 3.98
LOG loss=0.2133, grad_norm=8.82419490814209, learning_rate=1.566951566951567e-07, epoch=3.982905982905983
STEP 2331 EPOCH 3.98
STEP 2332 EPOCH 3.99
STEP 2333 EPOCH 3.99
STEP 2334 EPOCH 3.99
STEP 2335 EPOCH 3.99
STEP 2336 EPOCH 3.99
STEP 2337 EPOCH 3.99
STEP 2338 EPOCH 4.00
STEP 2339 EPOCH 4.00
STEP 2340 EPOCH 4.00
LOG loss=0.2289, grad_norm=0.0027553837280720472, learning_rate=1.4245014245014247e-08, epoch=4.0
LOG train_runtime=656.0667, train_samples_per_second=28.491, train_steps_per_second=3.567, total_flos=184822978913280.0, train_loss=0.1954473216038866, epoch=4.0
TRAINING_FINISHED 2025-08-14 14:07:57
LOG eval_loss=1.9113502502441406, eval_accuracy=0.7174657534246576, eval_f1_macro=0.648248756317794, eval_runtime=4.3157, eval_samples_per_second=135.321, eval_steps_per_second=16.915, epoch=4.0
LOG eval_loss=1.6607452630996704, eval_accuracy=0.7606837606837606, eval_f1_macro=0.691351063124479, eval_runtime=4.4804, eval_samples_per_second=130.569, eval_steps_per_second=16.516, epoch=4.0
